order_id,order_date,customer_id,product_id,payment_id,channel,payment_method,quantity,unit_price,discount,net_sales
ORD000539,2026-02-23 19:29:00,C0003,P001,PAY000539,Marketplace,Bank Transfer,1,284.05,0.0,284.05
ORD000540,2026-02-14 08:20:00,C0017,P029,PAY000540,Marketplace,Bank Transfer,1,3790.5,0.1,3411.45
ORD000541,2026-10-02 16:41:00,C0094,P030,PAY000541,Web,PromptPay,1,499.0,0.0,499.0
ORD000542,2026-02-15 18:56:00,C0030,P021,PAY000542,Marketplace,Bank Transfer,1,27195.0,0.1,24475.5
ORD000543,2026-02-23 13:02:00,C0108,P022,PAY000543,Web,PromptPay,4,449.1,0.0,1796.4
ORD000544,2026-02-21 01:50:00,C0125,P022,PAY000544,Mobile App,Bank Transfer,1,499.0,0.0,499.0
ORD000545,2026-02-15 21:06:00,C0148,P010,PAY000545,Marketplace,Bank Transfer,2,990.0,0.0,1980.0
ORD000546,2026-02-13 10:01:00,C0004,P016,PAY000546,Marketplace,Credit Card,1,1415.5,0.0,1415.5
ORD000547,2026-08-02 07:16:00,C0008,P039,PAY000547,Web,PromptPay,1,940.5,0.0,940.5
ORD000548,2026-02-25 01:20:00,C0121,P007,PAY000548,Mobile App,Credit Card,1,24605.0,0.0,24605.0
ORD000551,2026-10-02 16:42:00,C0105,P005,PAY000551,Marketplace,Credit Card,2,313.95,0.1,565.11
ORD000552,2026-06-02 04:25:00,C0066,P004,PAY000552,Web,Credit Card,1,1490.0,0.1,1341.0
ORD000554,2026-02-19 09:59:00,C0028,P010,PAY000554,Marketplace,PromptPay,1,891.0,0.1,801.9
ORD000555,2026-05-02 00:05:00,C0085,P007,PAY000555,Marketplace,PromptPay,4,25900.0,0.05,98420.0
ORD000556,2026-07-02 07:32:00,C0004,P032,PAY000556,Marketplace,PromptPay,2,23310.0,0.0,46620.0
ORD000557,2026-06-02 22:59:00,C0065,P025,PAY000557,Marketplace,Credit Card,4,27195.0,0.05,103341.0
ORD000558,2026-02-17 17:23:00,C0052,P034,PAY000558,Marketplace,Credit Card,2,313.95,0.1,565.11
ORD000559,2026-02-26 16:49:00,C0123,P028,PAY000559,Marketplace,PromptPay,1,269.1,0.0,269.1
ORD000560,2026-02-22 20:33:00,C0151,P005,PAY000560,Mobile App,PromptPay,4,284.05,0.0,1136.2
ORD000561,2026-02-19 10:31:00,C0005,P014,PAY000561,Mobile App,PromptPay,1,940.5,0.1,846.45
ORD000562,2026-02-28 19:55:00,C0074,P019,PAY000562,Marketplace,Credit Card,1,4189.5,0.1,3770.55
ORD000563,2026-08-02 03:06:00,C0125,P037,PAY000563,Marketplace,PromptPay,4,23310.0,0.0,93240.0
ORD000564,2026-02-18 21:40:00,C0147,P023,PAY000564,Mobile App,Bank Transfer,4,299.0,0.0,1196.0
ORD000565,2026-03-02 17:43:00,C0132,P029,PAY000565,Web,Credit Card,1,3990.0,0.0,3990.0
ORD000566,2026-04-02 22:02:00,C0154,P020,PAY000566,Marketplace,Bank Transfer,3,523.95,0.0,1571.85
ORD000567,2026-09-02 01:16:00,C0059,P017,PAY000567,Mobile App,Credit Card,3,990.0,0.05,2821.5
ORD000568,2026-08-02 23:09:00,C0108,P008,PAY000568,Web,Credit Card,2,474.05,0.1,853.29
ORD000569,2026-02-19 22:57:00,C0113,P010,PAY000569,Marketplace,Bank Transfer,2,891.0,0.05,1692.9
ORD000570,2026-01-02 02:53:00,C0030,P014,PAY000570,Marketplace,PromptPay,1,1039.5,0.0,1039.5
ORD000571,2026-10-02 19:27:00,C0040,P005,PAY000571,Mobile App,Bank Transfer,1,299.0,0.0,299.0
ORD000574,2026-03-02 11:10:00,C0010,P022,PAY000574,Mobile App,Bank Transfer,3,499.0,0.0,1497.0
ORD000575,2026-02-22 06:29:00,C0154,P015,PAY000575,Marketplace,Bank Transfer,3,284.05,0.0,852.15
ORD000576,2026-02-27 01:43:00,C0014,P003,PAY000576,Mobile App,PromptPay,2,27195.0,0.0,54390.0
ORD000577,2026-02-28 21:05:00,C0030,P020,PAY000577,Mobile App,Bank Transfer,1,449.1,0.0,449.1
ORD000578,2026-09-02 03:11:00,C0039,P003,PAY000578,Marketplace,PromptPay,4,23310.0,0.05,88578.0
ORD000579,2026-08-02 06:46:00,C0086,P001,PAY000579,Mobile App,Credit Card,2,269.1,0.0,538.2
ORD000580,2026-02-26 23:03:00,C0110,P033,PAY000580,Web,Bank Transfer,2,11610.0,0.0,23220.0
ORD000581,2026-02-19 23:30:00,C0036,P017,PAY000581,Marketplace,Credit Card,2,990.0,0.05,1881.0
ORD000582,2026-06-02 04:51:00,C0134,P016,PAY000582,Mobile App,PromptPay,2,1415.5,0.0,2831.0
ORD000583,2026-02-19 14:04:00,C0025,P032,PAY000583,Web,PromptPay,2,27195.0,0.0,54390.0
ORD000584,2026-02-18 20:32:00,C0039,P027,PAY000584,Marketplace,PromptPay,3,25900.0,0.1,69930.0
ORD000585,2026-02-23 05:34:00,C0028,P028,PAY000585,Web,Bank Transfer,2,299.0,0.1,538.2
ORD000586,2026-02-25 15:32:00,C0133,P017,PAY000586,Mobile App,PromptPay,4,891.0,0.0,3564.0
ORD000587,2026-02-27 14:35:00,C0153,P015,PAY000587,Mobile App,Credit Card,1,299.0,0.1,269.1
ORD000588,2026-10-02 23:33:00,C0038,P032,PAY000588,Mobile App,PromptPay,1,23310.0,0.0,23310.0
ORD000589,2026-02-28 02:47:00,C0031,P038,PAY000589,Mobile App,Credit Card,1,12255.0,0.0,12255.0
ORD000590,2026-02-27 17:19:00,C0139,P021,PAY000590,Marketplace,Bank Transfer,1,23310.0,0.0,23310.0
ORD000591,2026-02-14 09:53:00,C0039,P017,PAY000591,Marketplace,PromptPay,1,990.0,0.0,990.0
ORD000592,2026-02-14 17:35:00,C0094,P011,PAY000592,Marketplace,Bank Transfer,2,27195.0,0.0,54390.0
ORD000593,2026-02-13 02:48:00,C0110,P009,PAY000593,Web,Credit Card,2,299.0,0.0,598.0
ORD000594,2026-10-02 13:19:00,C0101,P005,PAY000594,Marketplace,PromptPay,1,299.0,0.0,299.0
ORD000596,2026-12-02 21:25:00,C0025,P013,PAY000596,Web,PromptPay,2,474.05,0.05,900.7
ORD000597,2026-02-02 14:46:00,C0091,P022,PAY000597,Marketplace,Credit Card,1,499.0,0.05,474.05
ORD000598,2026-02-13 05:42:00,C0082,P038,PAY000598,Marketplace,Bank Transfer,1,13545.0,0.0,13545.0
ORD000600,2026-02-22 18:07:00,C0096,P014,PAY000600,Web,Credit Card,2,990.0,0.05,1881.0
ORD000601,2026-03-02 10:36:00,C0149,P037,PAY000601,Mobile App,Credit Card,2,24605.0,0.0,49210.0
ORD000602,2026-10-02 17:55:00,C0124,P025,PAY000602,Mobile App,Credit Card,1,24605.0,0.0,24605.0
ORD000603,2026-02-23 09:04:00,C0048,P027,PAY000603,Web,PromptPay,1,27195.0,0.0,27195.0
ORD000604,2026-02-20 19:17:00,C0137,P025,PAY000604,Web,Credit Card,2,25900.0,0.1,46620.0
ORD000605,2026-09-02 09:07:00,C0095,P001,PAY000605,Mobile App,PromptPay,2,269.1,0.05,511.29
ORD000606,2026-02-24 08:24:00,C0132,P039,PAY000606,Marketplace,Credit Card,2,891.0,0.05,1692.9
ORD000608,2026-02-21 21:51:00,C0082,P035,PAY000608,Marketplace,PromptPay,2,27195.0,0.1,48951.0
ORD000609,2026-09-02 00:21:00,C0122,P014,PAY000609,Web,PromptPay,4,1039.5,0.0,4158.0
ORD000610,2026-02-17 22:24:00,C0141,P006,PAY000610,Mobile App,PromptPay,1,299.0,0.05,284.05
ORD000611,2026-11-02 09:32:00,C0063,P035,PAY000611,Mobile App,Bank Transfer,1,25900.0,0.0,25900.0
ORD000612,2026-02-14 05:20:00,C0139,P002,PAY000612,Marketplace,Bank Transfer,1,1341.0,0.0,1341.0
ORD000613,2026-02-21 20:52:00,C0082,P013,PAY000613,Marketplace,Credit Card,3,449.1,0.0,1347.3
ORD000615,2026-02-27 07:01:00,C0136,P003,PAY000615,Mobile App,Credit Card,4,24605.0,0.05,93499.0
ORD000616,2026-01-02 10:24:00,C0144,P040,PAY000616,Marketplace,Credit Card,2,3990.0,0.0,7980.0
ORD000617,2026-02-25 15:46:00,C0008,P017,PAY000617,Marketplace,PromptPay,2,891.0,0.1,1603.8
ORD000618,2026-02-24 20:02:00,C0100,P004,PAY000618,Marketplace,Bank Transfer,1,1415.5,0.0,1415.5
ORD000619,2026-09-02 12:09:00,C0126,P012,PAY000619,Marketplace,Bank Transfer,1,990.0,0.1,891.0
ORD000620,2026-02-27 03:47:00,C0020,P003,PAY000620,Marketplace,PromptPay,2,27195.0,0.0,54390.0
ORD000622,2026-02-26 00:13:00,C0100,P001,PAY000622,Web,PromptPay,3,299.0,0.0,897.0
ORD000623,2026-02-14 06:18:00,C0151,P017,PAY000623,Web,Bank Transfer,1,940.5,0.0,940.5
ORD000624,2026-11-02 05:25:00,C0120,P038,PAY000624,Web,PromptPay,1,11610.0,0.0,11610.0
ORD000625,2026-10-02 10:36:00,C0065,P026,PAY000625,Web,PromptPay,2,11610.0,0.05,22059.0
ORD000626,2026-02-17 05:04:00,C0047,P010,PAY000626,Mobile App,Credit Card,3,1039.5,0.05,2962.58
ORD000627,2026-02-15 14:31:00,C0068,P013,PAY000627,Marketplace,Bank Transfer,1,474.05,0.1,426.65
ORD000628,2026-02-13 21:25:00,C0137,P010,PAY000628,Mobile App,Credit Card,3,990.0,0.0,2970.0
ORD000629,2026-10-02 18:31:00,C0086,P036,PAY000629,Mobile App,Bank Transfer,2,284.05,0.0,568.1
ORD000630,2026-06-02 04:23:00,C0040,P022,PAY000630,Mobile App,Credit Card,3,499.0,0.0,1497.0
ORD000632,2026-02-21 11:31:00,C0014,P004,PAY000632,Marketplace,Credit Card,4,1564.5,0.05,5945.1
ORD000633,2026-05-02 21:07:00,C0130,P014,PAY000633,Web,PromptPay,1,940.5,0.0,940.5
ORD000634,2026-12-02 10:16:00,C0023,P025,PAY000634,Marketplace,PromptPay,3,25900.0,0.05,73815.0
ORD000635,2026-02-21 15:49:00,C0028,P006,PAY000635,Marketplace,Bank Transfer,3,313.95,0.0,941.85
ORD000636,2026-02-21 07:26:00,C0071,P013,PAY000636,Web,Bank Transfer,1,499.0,0.1,449.1
ORD000637,2026-04-02 08:39:00,C0041,P015,PAY000637,Marketplace,Bank Transfer,1,299.0,0.0,299.0
ORD000638,2026-03-02 23:38:00,C0012,P012,PAY000638,Mobile App,PromptPay,4,990.0,0.0,3960.0
ORD000639,2026-02-02 17:17:00,C0017,P007,PAY000639,Web,Credit Card,4,27195.0,0.0,108780.0
ORD000640,2026-02-28 14:41:00,C0027,P002,PAY000640,Web,PromptPay,2,1490.0,0.1,2682.0
ORD000641,2026-02-16 20:20:00,C0086,P023,PAY000641,Marketplace,PromptPay,3,269.1,0.0,807.3
ORD000642,2026-12-02 09:47:00,C0047,P001,PAY000642,Mobile App,Credit Card,1,269.1,0.05,255.64
ORD000643,2026-02-16 00:40:00,C0087,P026,PAY000643,Marketplace,Credit Card,1,12255.0,0.0,12255.0
ORD000644,2026-06-02 08:04:00,C0112,P014,PAY000644,Web,Credit Card,2,990.0,0.1,1782.0
ORD000645,2026-02-27 00:09:00,C0017,P029,PAY000645,Web,Bank Transfer,2,3990.0,0.05,7581.0
ORD000646,2026-08-02 12:53:00,C0136,P001,PAY000646,Mobile App,Bank Transfer,1,269.1,0.0,269.1
ORD000647,2026-02-26 20:49:00,C0071,P024,PAY000647,Marketplace,PromptPay,2,313.95,0.05,596.5
ORD000648,2026-02-19 14:29:00,C0078,P012,PAY000648,Mobile App,Bank Transfer,2,990.0,0.0,1980.0
ORD000649,2026-10-02 11:21:00,C0090,P001,PAY000649,Web,Credit Card,2,269.1,0.1,484.38
ORD000650,2026-02-17 19:43:00,C0080,P003,PAY000650,Mobile App,Bank Transfer,2,25900.0,0.0,51800.0
ORD000651,2026-06-02 13:24:00,C0104,P039,PAY000651,Web,PromptPay,1,940.5,0.1,846.45
ORD000652,2026-11-02 02:58:00,C0034,P008,PAY000652,Web,Credit Card,2,499.0,0.0,998.0
ORD000653,2026-02-18 19:13:00,C0120,P003,PAY000653,Marketplace,Credit Card,3,27195.0,0.0,81585.0
ORD000655,2026-02-14 06:50:00,C0085,P037,PAY000655,Web,Bank Transfer,1,25900.0,0.0,25900.0
ORD000656,2026-02-26 21:00:00,C0007,P011,PAY000656,Web,Bank Transfer,4,24605.0,0.0,98420.0
ORD000657,2026-02-02 21:06:00,C0064,P033,PAY000657,Mobile App,PromptPay,4,12900.0,0.0,51600.0
ORD000658,2026-02-18 19:31:00,C0154,P008,PAY000658,Web,Bank Transfer,3,499.0,0.0,1497.0
ORD000660,2026-01-02 21:46:00,C0081,P012,PAY000660,Marketplace,PromptPay,2,891.0,0.0,1782.0
ORD000662,2026-02-18 23:53:00,C0001,P031,PAY000662,Marketplace,Bank Transfer,2,1415.5,0.1,2547.9
ORD000663,2026-03-02 04:45:00,C0098,P020,PAY000663,Mobile App,PromptPay,1,449.1,0.05,426.64
ORD000664,2026-02-21 00:03:00,C0054,P029,PAY000664,Marketplace,Bank Transfer,1,4189.5,0.1,3770.55
ORD000665,2026-02-14 14:26:00,C0072,P013,PAY000665,Mobile App,Bank Transfer,4,474.05,0.1,1706.58
ORD000666,2026-10-02 02:24:00,C0011,P016,PAY000666,Marketplace,Bank Transfer,1,1564.5,0.0,1564.5
ORD000668,2026-07-02 19:17:00,C0056,P030,PAY000668,Mobile App,Bank Transfer,1,499.0,0.0,499.0
ORD000669,2026-02-27 16:22:00,C0071,P018,PAY000669,Marketplace,PromptPay,1,3591.0,0.0,3591.0
ORD000670,2026-02-21 19:23:00,C0024,P032,PAY000670,Mobile App,Credit Card,1,24605.0,0.0,24605.0
ORD000671,2026-02-17 10:22:00,C0002,P019,PAY000671,Marketplace,Bank Transfer,2,3990.0,0.1,7182.0
ORD000672,2026-02-13 21:25:00,C0092,P001,PAY000672,Marketplace,PromptPay,1,269.1,0.1,242.19
ORD000673,2026-02-25 00:45:00,C0041,P029,PAY000673,Mobile App,PromptPay,1,3990.0,0.0,3990.0
ORD000674,2026-09-02 10:08:00,C0057,P013,PAY000674,Marketplace,Credit Card,3,449.1,0.05,1279.94
ORD000675,2026-09-02 12:58:00,C0116,P025,PAY000675,Web,Bank Transfer,1,25900.0,0.05,24605.0
ORD000676,2026-02-15 08:26:00,C0137,P028,PAY000676,Marketplace,Bank Transfer,2,284.05,0.0,568.1
ORD000677,2026-02-22 18:44:00,C0002,P018,PAY000677,Marketplace,Bank Transfer,2,3790.5,0.0,7581.0
ORD000678,2026-02-13 15:53:00,C0098,P022,PAY000678,Marketplace,Credit Card,1,499.0,0.0,499.0
ORD000679,2026-02-02 07:10:00,C0140,P036,PAY000679,Marketplace,PromptPay,2,269.1,0.0,538.2
ORD000680,2026-02-24 19:32:00,C0096,P003,PAY000680,Marketplace,PromptPay,1,25900.0,0.0,25900.0
ORD000682,2026-09-02 05:17:00,C0021,P020,PAY000682,Web,Credit Card,4,474.05,0.05,1801.39
ORD000683,2026-02-13 15:47:00,C0101,P004,PAY000683,Marketplace,Credit Card,1,1490.0,0.0,1490.0
ORD000684,2026-02-02 09:17:00,C0106,P002,PAY000684,Web,Bank Transfer,1,1490.0,0.0,1490.0
ORD000685,2026-02-13 10:36:00,C0092,P010,PAY000685,Mobile App,PromptPay,1,940.5,0.0,940.5
ORD000686,2026-02-20 03:36:00,C0121,P026,PAY000686,Marketplace,PromptPay,4,12900.0,0.0,51600.0
ORD000687,2026-05-02 06:30:00,C0001,P026,PAY000687,Web,Credit Card,1,13545.0,0.0,13545.0
ORD000688,2026-08-02 15:59:00,C0131,P016,PAY000688,Marketplace,Credit Card,1,1490.0,0.1,1341.0
ORD000689,2026-02-02 18:44:00,C0104,P022,PAY000689,Web,Credit Card,4,449.1,0.0,1796.4
ORD000690,2026-02-21 07:13:00,C0093,P035,PAY000690,Mobile App,Bank Transfer,2,24605.0,0.0,49210.0
ORD000691,2026-02-14 20:23:00,C0152,P022,PAY000691,Web,PromptPay,1,499.0,0.1,449.1
ORD000692,2026-02-13 12:15:00,C0124,P008,PAY000692,Mobile App,Bank Transfer,1,499.0,0.0,499.0
ORD000693,2026-02-16 18:58:00,C0071,P024,PAY000693,Marketplace,Bank Transfer,2,313.95,0.0,627.9
ORD000694,2026-02-19 11:27:00,C0102,P025,PAY000694,Web,Bank Transfer,3,23310.0,0.0,69930.0
ORD000695,2026-02-26 01:31:00,C0032,P036,PAY000695,Web,PromptPay,2,284.05,0.0,568.1
ORD000696,2026-04-02 06:18:00,C0134,P016,PAY000696,Mobile App,PromptPay,1,1415.5,0.05,1344.72
ORD000697,2026-02-25 13:43:00,C0031,P030,PAY000697,Web,Bank Transfer,4,523.95,0.05,1991.01
ORD000698,2026-02-16 10:04:00,C0089,P024,PAY000698,Web,Credit Card,4,269.1,0.1,968.76
ORD000699,2026-02-22 10:52:00,C0086,P012,PAY000699,Mobile App,Credit Card,3,891.0,0.0,2673.0
ORD000702,2026-02-18 09:00:00,C0045,P027,PAY000702,Mobile App,Bank Transfer,1,23310.0,0.05,22144.5
ORD000703,2026-02-23 17:10:00,C0128,P007,PAY000703,Marketplace,PromptPay,2,23310.0,0.0,46620.0
ORD000704,2026-02-25 10:21:00,C0056,P029,PAY000704,Marketplace,PromptPay,2,3790.5,0.0,7581.0
ORD000706,2026-02-24 16:43:00,C0122,P015,PAY000706,Mobile App,Bank Transfer,3,313.95,0.1,847.66
ORD000707,2026-08-02 09:26:00,C0048,P032,PAY000707,Web,PromptPay,1,23310.0,0.1,20979.0
ORD000708,2026-02-02 20:37:00,C0036,P013,PAY000708,Mobile App,PromptPay,4,499.0,0.0,1996.0
ORD000709,2026-02-18 10:54:00,C0119,P011,PAY000709,Web,PromptPay,4,24605.0,0.1,88578.0
ORD000710,2026-04-02 05:58:00,C0032,P013,PAY000710,Web,PromptPay,2,523.95,0.0,1047.9
ORD000711,2026-05-02 05:48:00,C0002,P009,PAY000711,Marketplace,Credit Card,3,313.95,0.0,941.85
ORD000712,2026-02-27 12:33:00,C0081,P029,PAY000712,Marketplace,Bank Transfer,2,3990.0,0.1,7182.0
ORD000713,2026-02-18 09:46:00,C0035,P030,PAY000713,Marketplace,PromptPay,2,499.0,0.1,898.2
ORD000715,2026-02-24 12:52:00,C0150,P023,PAY000715,Web,Credit Card,1,313.95,0.0,313.95
ORD000716,2026-02-19 23:59:00,C0050,P001,PAY000716,Mobile App,Bank Transfer,1,299.0,0.05,284.05
ORD000717,2026-08-02 11:06:00,C0115,P032,PAY000717,Marketplace,Bank Transfer,4,25900.0,0.05,98420.0
ORD000718,2026-02-20 02:41:00,C0011,P012,PAY000718,Marketplace,Credit Card,1,940.5,0.0,940.5
ORD000719,2026-06-02 13:15:00,C0158,P039,PAY000719,Mobile App,Bank Transfer,1,940.5,0.0,940.5
ORD000720,2026-02-23 23:02:00,C0057,P039,PAY000720,Web,Credit Card,4,940.5,0.0,3762.0
ORD000721,2026-09-02 12:51:00,C0032,P010,PAY000721,Web,Credit Card,3,990.0,0.0,2970.0
ORD000722,2026-04-02 10:53:00,C0035,P019,PAY000722,Mobile App,Credit Card,1,4189.5,0.0,4189.5
ORD000723,2026-02-16 16:06:00,C0112,P006,PAY000723,Mobile App,PromptPay,2,284.05,0.0,568.1
ORD000724,2026-12-02 23:57:00,C0043,P018,PAY000724,Web,Bank Transfer,1,3990.0,0.0,3990.0
ORD000725,2026-02-24 12:26:00,C0078,P020,PAY000725,Web,Credit Card,1,499.0,0.0,499.0
ORD000726,2026-02-15 13:06:00,C0062,P036,PAY000726,Mobile App,PromptPay,1,313.95,0.0,313.95
ORD000728,2026-11-02 00:52:00,C0111,P010,PAY000728,Web,Bank Transfer,2,940.5,0.05,1786.95
ORD000729,2026-02-16 22:43:00,C0064,P040,PAY000729,Mobile App,PromptPay,3,3591.0,0.05,10234.35
ORD000730,2026-02-22 02:03:00,C0042,P010,PAY000730,Web,Bank Transfer,1,990.0,0.0,990.0
ORD000731,2026-02-20 20:06:00,C0156,P007,PAY000731,Mobile App,PromptPay,1,23310.0,0.0,23310.0
ORD000732,2026-02-22 09:06:00,C0019,P021,PAY000732,Mobile App,Credit Card,2,25900.0,0.0,51800.0
ORD000733,2026-02-20 07:18:00,C0030,P022,PAY000733,Marketplace,PromptPay,2,499.0,0.0,998.0
ORD000735,2026-02-16 16:19:00,C0092,P032,PAY000735,Web,Credit Card,1,25900.0,0.0,25900.0
ORD000736,2026-02-27 17:04:00,C0022,P003,PAY000736,Mobile App,Bank Transfer,1,25900.0,0.1,23310.0
ORD000737,2026-02-25 13:07:00,C0003,P032,PAY000737,Web,Credit Card,1,25900.0,0.0,25900.0
ORD000738,2026-10-02 06:24:00,C0105,P024,PAY000738,Mobile App,Bank Transfer,2,313.95,0.05,596.5
ORD000739,2026-10-02 10:59:00,C0114,P035,PAY000739,Marketplace,Credit Card,2,27195.0,0.0,54390.0
ORD000740,2026-08-02 18:37:00,C0012,P015,PAY000740,Marketplace,Bank Transfer,2,284.05,0.05,539.7
ORD000741,2026-02-19 02:17:00,C0145,P024,PAY000741,Marketplace,PromptPay,2,313.95,0.0,627.9
ORD000743,2026-02-14 15:45:00,C0041,P005,PAY000743,Marketplace,PromptPay,1,299.0,0.05,284.05
ORD000744,2026-02-26 07:55:00,C0148,P026,PAY000744,Mobile App,PromptPay,1,12255.0,0.0,12255.0
ORD000745,2026-02-13 18:44:00,C0045,P037,PAY000745,Mobile App,Credit Card,2,25900.0,0.0,51800.0
ORD000746,2026-02-24 06:03:00,C0148,P011,PAY000746,Marketplace,Bank Transfer,1,27195.0,0.0,27195.0
ORD000747,2026-02-25 20:17:00,C0147,P035,PAY000747,Web,PromptPay,4,25900.0,0.05,98420.0
ORD000748,2026-02-16 22:38:00,C0150,P003,PAY000748,Mobile App,Credit Card,4,25900.0,0.05,98420.0
ORD000749,2026-02-27 04:04:00,C0148,P024,PAY000749,Marketplace,PromptPay,2,269.1,0.05,511.29
ORD000750,2026-02-17 15:20:00,C0115,P002,PAY000750,Web,Credit Card,4,1490.0,0.0,5960.0
ORD000416,2026-06-02 05:45:00,C0109,P023,PAY000416,Mobile App,Bank Transfer,2,299.0,0.0,598.0
